Pairwise comparison,Experiment,Study,Species A,Species B,Species pair,AinA mean,AinA_mean_reestimate,AinA se,AinA_se_reestimate,AinA N,AinB mean,AinB_mean_reestimate,AinB se,AinB N,AinB_se_reestimate,BinB mean,BinB_mean_reestimate,BinB se,BinB N,BinB_se_reestimate,BinA mean,BinA_mean_reestimate,BinA se,BinA N,BinA_se_reestimate
536,74,161,symphyotrichum_novae-angliae,ratibida_pinnata,ratibida_pinnata_symphyotrichum_novae-angliae,1.425,,0.133665253,,5,0.573333333,,0.071195349,3,,1.1568,,0.132983232,5,,1.384666667,,0.256991785,3,
537,74,161,symphyotrichum_novae-angliae,rudbeckia_hirta,rudbeckia_hirta_symphyotrichum_novae-angliae,1.425,,0.133665253,,5,0.780666667,,0.144374898,3,,0.8855,,0.15191253,4,,1.0795,,0.4145,2,
538,74,161,symphyotrichum_novae-angliae,sporobolus_heterolepis,sporobolus_heterolepis_symphyotrichum_novae-angliae,1.425,,0.133665253,,5,0.607333333,,0.292178218,3,,0.1135,,0.0355,2,,0.504,,0.266,2,
539,74,161,elymus_canadensis,panicum_virgatum,elymus_canadensis_panicum_virgatum,0.8652,,0.283240781,,5,1.408333333,,0.405958263,3,,0.97725,,0.444239308,4,,1.8045,,0.7675,2,
540,74,161,elymus_canadensis,parthenium_integrifolium,elymus_canadensis_parthenium_integrifolium,0.8652,,0.283240781,,5,1.481,,0.147886217,3,,0.8456,,0.174041834,5,,1.072333333,,0.317022782,3,
541,74,161,elymus_canadensis,ratibida_pinnata,elymus_canadensis_ratibida_pinnata,0.8652,,0.283240781,,5,1.478333333,,0.421954316,3,,1.1568,,0.132983232,5,,1.203666667,,0.194730868,3,
542,74,161,elymus_canadensis,rudbeckia_hirta,elymus_canadensis_rudbeckia_hirta,0.8652,,0.283240781,,5,0.875333333,,0.083555039,3,,0.8855,,0.15191253,4,,0.457,,0.387,2,
543,74,161,elymus_canadensis,sporobolus_heterolepis,elymus_canadensis_sporobolus_heterolepis,0.8652,,0.283240781,,5,0.395333333,,0.093333333,3,,0.1135,,0.0355,2,,0.058,,0.030287511,3,
544,74,161,panicum_virgatum,parthenium_integrifolium,panicum_virgatum_parthenium_integrifolium,0.97725,,0.444239308,,4,0.4425,,0.0905,2,,0.8456,,0.174041834,5,,1.284,,0.628221564,3,
545,74,161,panicum_virgatum,ratibida_pinnata,panicum_virgatum_ratibida_pinnata,0.97725,,0.444239308,,4,2.490666667,,0.879205955,3,,1.1568,,0.132983232,5,,1.207333333,,0.328496745,3,
546,74,161,panicum_virgatum,rudbeckia_hirta,panicum_virgatum_rudbeckia_hirta,0.97725,,0.444239308,,4,1.920666667,,0.688705146,3,,0.8855,,0.15191253,4,,1.0865,,0.5445,2,
547,74,161,panicum_virgatum,sporobolus_heterolepis,panicum_virgatum_sporobolus_heterolepis,0.97725,,0.444239308,,4,0.789,,0.708,2,,0.1135,,0.0355,2,,0.246,,0.036610563,3,
548,74,161,parthenium_integrifolium,ratibida_pinnata,parthenium_integrifolium_ratibida_pinnata,0.8456,,0.174041834,,5,0.741,,0.312390781,3,,1.1568,,0.132983232,5,,1.125333333,,0.259603758,3,
549,74,161,parthenium_integrifolium,rudbeckia_hirta,parthenium_integrifolium_rudbeckia_hirta,0.8456,,0.174041834,,5,0.991,,0.316498025,3,,0.8855,,0.15191253,4,,1.112,,0.443135796,3,
550,74,161,parthenium_integrifolium,sporobolus_heterolepis,parthenium_integrifolium_sporobolus_heterolepis,0.8456,,0.174041834,,5,1.198666667,,0.072261869,3,,0.1135,,0.0355,2,,0.270333333,,0.13943019,3,
551,74,161,ratibida_pinnata,rudbeckia_hirta,ratibida_pinnata_rudbeckia_hirta,1.1568,,0.132983232,,5,0.554333333,,0.108182459,3,,0.8855,,0.15191253,4,,1.898666667,,0.124531567,3,
552,74,161,ratibida_pinnata,sporobolus_heterolepis,ratibida_pinnata_sporobolus_heterolepis,1.1568,,0.132983232,,5,0.931333333,,0.241469345,3,,0.1135,,0.0355,2,,0.215,,0,1,
553,74,161,rudbeckia_hirta,sporobolus_heterolepis,rudbeckia_hirta_sporobolus_heterolepis,0.8855,,0.15191253,,4,0.736666667,,0.46789042,3,,0.1135,,0.0355,2,,0.258,,0.1,2,
554,71,161,andropogon_gerardii,symphyotrichum_novae-angliae,andropogon_gerardii_symphyotrichum_novae-angliae,2.488,,0.780316602,,5,2.496666667,,0.616504483,3,,1.0626,,0.263764592,5,,1.513333333,,0.16825906,3,
555,71,161,andropogon_gerardii,elymus_canadensis,andropogon_gerardii_elymus_canadensis,2.488,,0.780316602,,5,2.769666667,,0.1492898,3,,2.252,,0.165873446,5,,2.216666667,,0.381764907,3,
556,71,161,andropogon_gerardii,panicum_virgatum,andropogon_gerardii_panicum_virgatum,2.488,,0.780316602,,5,2.1,,0.36350149,3,,2.036,,0.615179649,5,,2.033333333,,0.90888821,3,
557,71,161,andropogon_gerardii,parthenium_integrifolium,andropogon_gerardii_parthenium_integrifolium,2.488,,0.780316602,,5,1.409666667,,0.216561256,3,,0.9336,,0.07662219,5,,0.833333333,,0.305304948,3,
558,71,161,andropogon_gerardii,ratibida_pinnata,andropogon_gerardii_ratibida_pinnata,2.488,,0.780316602,,5,2.001,,0.539372784,3,,0.624,,0.175744132,5,,0.923333333,,0.03929942,3,
559,71,161,andropogon_gerardii,rudbeckia_hirta,andropogon_gerardii_rudbeckia_hirta,2.488,,0.780316602,,5,2.541666667,,0.23551952,3,,0.9392,,0.061985805,5,,1.517,,0.363468018,3,
560,71,161,andropogon_gerardii,sporobolus_heterolepis,andropogon_gerardii_sporobolus_heterolepis,2.488,,0.780316602,,5,0.527333333,,0.133079342,3,,0.2172,,0.084378552,5,,0.543,,0.019974984,3,
561,71,161,symphyotrichum_novae-angliae,elymus_canadensis,elymus_canadensis_symphyotrichum_novae-angliae,1.0626,,0.263764592,,5,1.033666667,,0.240701982,3,,2.252,,0.165873446,5,,3.256666667,,0.095277373,3,
562,71,161,symphyotrichum_novae-angliae,panicum_virgatum,panicum_virgatum_symphyotrichum_novae-angliae,1.0626,,0.263764592,,5,1.479,,0.117074051,3,,2.036,,0.615179649,5,,1.533333333,,0.325849318,3,
563,71,161,symphyotrichum_novae-angliae,parthenium_integrifolium,parthenium_integrifolium_symphyotrichum_novae-angliae,1.0626,,0.263764592,,5,0.668,,0.066402811,3,,0.9336,,0.07662219,5,,0.909666667,,0.213362238,3,
564,71,161,symphyotrichum_novae-angliae,ratibida_pinnata,ratibida_pinnata_symphyotrichum_novae-angliae,1.0626,,0.263764592,,5,0.919333333,,0.260335894,3,,0.624,,0.175744132,5,,0.916666667,,0.091347931,3,
565,71,161,symphyotrichum_novae-angliae,rudbeckia_hirta,rudbeckia_hirta_symphyotrichum_novae-angliae,1.0626,,0.263764592,,5,1.202666667,,0.180193723,3,,0.9392,,0.061985805,5,,1.388666667,,0.16430189,3,
566,71,161,symphyotrichum_novae-angliae,sporobolus_heterolepis,sporobolus_heterolepis_symphyotrichum_novae-angliae,1.0626,,0.263764592,,5,0.430666667,,0.30683021,3,,0.2172,,0.084378552,5,,0.452666667,,0.16165945,3,
567,71,161,elymus_canadensis,panicum_virgatum,elymus_canadensis_panicum_virgatum,2.252,,0.165873446,,5,1.963333333,,0.532301084,3,,2.036,,0.615179649,5,,1.12,,0.23,2,
568,71,161,elymus_canadensis,parthenium_integrifolium,elymus_canadensis_parthenium_integrifolium,2.252,,0.165873446,,5,2.66,,0.080208063,3,,0.9336,,0.07662219,5,,1.271,,0.353655671,3,
569,71,161,elymus_canadensis,ratibida_pinnata,elymus_canadensis_ratibida_pinnata,2.252,,0.165873446,,5,1.944666667,,0.268338302,3,,0.624,,0.175744132,5,,1.083333333,,0.25062145,3,
570,71,161,elymus_canadensis,rudbeckia_hirta,elymus_canadensis_rudbeckia_hirta,2.252,,0.165873446,,5,1.86,,0.249169287,3,,0.9392,,0.061985805,5,,1.336666667,,0.503862856,3,
571,71,161,elymus_canadensis,sporobolus_heterolepis,elymus_canadensis_sporobolus_heterolepis,2.252,,0.165873446,,5,1.639,,0.323041793,3,,0.2172,,0.084378552,5,,0.204333333,,0.091808376,3,
572,71,161,panicum_virgatum,parthenium_integrifolium,panicum_virgatum_parthenium_integrifolium,2.036,,0.615179649,,5,0.953333333,,0.868376518,3,,0.9336,,0.07662219,5,,1.15,,0.17737061,3,
573,71,161,panicum_virgatum,ratibida_pinnata,panicum_virgatum_ratibida_pinnata,2.036,,0.615179649,,5,1.293333333,,0.991872528,3,,0.624,,0.175744132,5,,0.876666667,,0.253004172,3,
574,71,161,panicum_virgatum,rudbeckia_hirta,panicum_virgatum_rudbeckia_hirta,2.036,,0.615179649,,5,1.465,,0.655,2,,0.9392,,0.061985805,5,,1.890666667,,0.28016741,3,
575,71,161,panicum_virgatum,sporobolus_heterolepis,panicum_virgatum_sporobolus_heterolepis,2.036,,0.615179649,,5,0.846666667,,0.608422368,3,,0.2172,,0.084378552,5,,0.329333333,,0.075102892,3,
576,71,161,parthenium_integrifolium,ratibida_pinnata,parthenium_integrifolium_ratibida_pinnata,0.9336,,0.07662219,,5,1.25,,0.292973264,3,,0.624,,0.175744132,5,,0.76,,0.112398102,3,
577,71,161,parthenium_integrifolium,rudbeckia_hirta,parthenium_integrifolium_rudbeckia_hirta,0.9336,,0.07662219,,5,0.5065,,0.2765,2,,0.9392,,0.061985805,5,,0.777666667,,0.334328348,3,
578,71,161,parthenium_integrifolium,sporobolus_heterolepis,parthenium_integrifolium_sporobolus_heterolepis,0.9336,,0.07662219,,5,0.169,,0.027,2,,0.2172,,0.084378552,5,,0.380666667,,0.182757885,3,
579,71,161,ratibida_pinnata,rudbeckia_hirta,ratibida_pinnata_rudbeckia_hirta,0.624,,0.175744132,,5,0.716666667,,0.12771496,3,,0.9392,,0.061985805,5,,1.002,,0.204681053,3,
580,71,161,ratibida_pinnata,sporobolus_heterolepis,ratibida_pinnata_sporobolus_heterolepis,0.624,,0.175744132,,5,0.733333333,,0.16596519,3,,0.2172,,0.084378552,5,,0.264666667,,0.11862031,3,
581,71,161,rudbeckia_hirta,sporobolus_heterolepis,rudbeckia_hirta_sporobolus_heterolepis,0.9392,,0.061985805,,5,0.7645,,0.2955,2,,0.2172,,0.084378552,5,,0.142666667,,0.08889007,3,
582,75,177,lactuca_sativa,lactuca_serriola,lactuca_sativa_lactuca_serriola,0.21,,0.03,,7,0.26,,0.04,7,,0.1,,0.02,7,,0.06,,0.02,7,
583,76,197,cornus_controversa,prunus_grayana,cornus_controversa_prunus_grayana,0.02,,0,,3,0.04,,0.01,4,,0.07,,0.02,6,,0.13,,0.03,4,
584,77,197,cornus_controversa,prunus_grayana,cornus_controversa_prunus_grayana,0.17,,0.04,,5,0.19,,0.03,6,,0.19,,0.05,5,,1.07,,0.19,6,
585,78,275,rorippa_austriaca,agrostis_capillaris,agrostis_capillaris_rorippa_austriaca,0.99,,0.08,,25,1.41,,0.11,25,,0.8,,0.03,25,,0.57,,0.08,25,
586,78,275,rorippa_austriaca,agrostis_capillaris,agrostis_capillaris_rorippa_austriaca,1.68,,0.12,,25,1.77,,0.09,25,,0.8,,0.03,25,,1.07,,0.09,25,
587,78,275,rorippa_austriaca,rorippa_austriaca,rorippa_austriaca_rorippa_austriaca,0.99,,0.08,,25,1.35,,0.11,25,,1.68,,0.12,25,,1.54,,0.11,25,
588,79,195,chondrosum_eriopodum,chondrosum_gracile,chondrosum_eriopodum_chondrosum_gracile,0.0578,,0.0165,,9,0.0377,,0.0144,9,,0.252,,0.0425,18,,0.2836,,0.0229,18,
589,80,195,chondrosum_eriopodum,chondrosum_gracile,chondrosum_eriopodum_chondrosum_gracile,0.0381,,0.0126,,8,0.0131,,0.0064,7,,0.1615,,0.0184,18,,0.291,,0.0442,18,
590,81,173,quercus_suber,olea_europaea,olea_europaea_quercus_suber,1.9,,0.28,,10,1.67,,0.21,10,,0.63,,0.06,10,,0.88,,0.16,10,
591,81,173,quercus_suber,quercus_canariensis,quercus_canariensis_quercus_suber,2.26,,0.33,,10,1.8,,0.16,10,,1.52,,0.13,10,,2.13,,0.34,10,
592,82,173,quercus_suber,olea_europaea,olea_europaea_quercus_suber,1.59,,0.21,,10,1.67,,0.21,10,,0.63,,0.06,10,,0.68,,0.1,10,
593,82,173,quercus_suber,quercus_canariensis,quercus_canariensis_quercus_suber,2.39,,0.32,,10,1.8,,0.16,10,,1.52,,0.13,10,,2.23,,0.23,10,
594,83,173,quercus_suber,olea_europaea,olea_europaea_quercus_suber,2.17,,0.03,,10,1.67,,0.21,10,,0.63,,0.06,10,,0.39,,0.07,10,
595,83,173,quercus_suber,quercus_canariensis,quercus_canariensis_quercus_suber,1.8,,0.23,,10,1.8,,0.16,10,,1.52,,0.13,10,,1.98,,0.16,10,
596,84,211,lonicera_maackii,ligustrum_sinense,ligustrum_sinense_lonicera_maackii,0.69,,0.11,,15,0.48,,0.08,15,,0.91,,0.1,15,,1.03,,0.12,15,
597,85,191,lonicera_maackii,ligustrum_sinense,ligustrum_sinense_lonicera_maackii,0.02,,0.003,,15,0.05,,0.012,15,,0.03,,0.004,15,,0.03,,0.007,15,
598,86,255,bouteloua_curtipendula,bothriochola_ischaemum,bothriochola_ischaemum_bouteloua_curtipendula,0.19,,0.03,,20,0.18,,0.04,15,,0.38,,0.06,20,,0.2,,0.02,15,
599,86,255,bouteloua_curtipendula,bothriochloa_saccharoides,bothriochloa_saccharoides_bouteloua_curtipendula,0.19,,0.03,,20,0.11,,0.02,15,,0.14,,0.04,20,,0.07,,0.03,15,
600,86,255,bouteloua_curtipendula,echinacea_purpurea,bouteloua_curtipendula_echinacea_purpurea,0.19,,0.03,,20,0.06,,0.01,15,,0.18,,0.04,20,,0.16,,0.03,15,
601,86,255,bouteloua_curtipendula,nassella_leucotricha,bouteloua_curtipendula_nassella_leucotricha,0.19,,0.03,,20,0.09,,0.02,15,,0.1,,0.02,20,,0.09,,0.02,15,
602,86,255,bouteloua_curtipendula,oenothera_speciosa,bouteloua_curtipendula_oenothera_speciosa,0.19,,0.03,,20,0.16,,0.03,15,,0.25,,0.03,20,,0.1,,0.03,15,
603,86,255,bouteloua_curtipendula,panicum_coloratum,bouteloua_curtipendula_panicum_coloratum,0.19,,0.03,,20,0.12,,0.02,15,,0.19,,0.04,20,,0.13,,0.05,15,
604,86,255,bouteloua_curtipendula,ratibida_columnifera,bouteloua_curtipendula_ratibida_columnifera,0.19,,0.03,,20,0.16,,0.04,15,,0.28,,0.04,20,,0.13,,0.03,15,
605,86,255,bouteloua_curtipendula,sporobolus_compositus,bouteloua_curtipendula_sporobolus_compositus,0.19,,0.03,,20,0.05,,0.01,15,,0.27,,0.04,20,,0.16,,0.02,15,
606,86,255,bouteloua_curtipendula,salvia_azurea,bouteloua_curtipendula_salvia_azurea,0.19,,0.03,,20,0.09,,0.02,15,,0.06,,0.01,20,,0.03,,0.01,15,
607,86,255,bouteloua_curtipendula,sorghastrum_nutans,bouteloua_curtipendula_sorghastrum_nutans,0.19,,0.03,,20,0.15,,0.03,15,,0.24,,0.03,20,,0.15,,0.03,15,
608,86,255,bouteloua_curtipendula,schizachyrium_scoparium,bouteloua_curtipendula_schizachyrium_scoparium,0.19,,0.03,,20,0.13,,0.02,15,,0.13,,0.03,20,,0.15,,0.04,15,
609,86,255,bothriochola_ischaemum,bothriochloa_saccharoides,bothriochloa_saccharoides_bothriochola_ischaemum,0.38,,0.06,,20,0.39,,0.06,15,,0.14,,0.04,20,,0.07,,0.02,15,
610,86,255,bothriochola_ischaemum,echinacea_purpurea,bothriochola_ischaemum_echinacea_purpurea,0.38,,0.06,,20,0.3,,0.04,15,,0.18,,0.04,20,,0.19,,0.03,15,
611,86,255,bothriochola_ischaemum,nassella_leucotricha,bothriochola_ischaemum_nassella_leucotricha,0.38,,0.06,,20,0.28,,0.05,15,,0.1,,0.02,20,,0.06,,0.02,15,
612,86,255,bothriochola_ischaemum,oenothera_speciosa,bothriochola_ischaemum_oenothera_speciosa,0.38,,0.06,,20,0.21,,0.03,15,,0.25,,0.03,20,,0.07,,0.02,15,
613,86,255,bothriochola_ischaemum,panicum_coloratum,bothriochola_ischaemum_panicum_coloratum,0.38,,0.06,,20,0.3,,0.03,15,,0.19,,0.04,20,,0.16,,0.03,15,
614,86,255,bothriochola_ischaemum,ratibida_columnifera,bothriochola_ischaemum_ratibida_columnifera,0.38,,0.06,,20,0.33,,0.04,15,,0.28,,0.04,20,,0.13,,0.02,15,
615,86,255,bothriochola_ischaemum,sporobolus_compositus,bothriochola_ischaemum_sporobolus_compositus,0.38,,0.06,,20,0.37,,0.03,15,,0.27,,0.04,20,,0.23,,0.03,15,
616,86,255,bothriochola_ischaemum,salvia_azurea,bothriochola_ischaemum_salvia_azurea,0.38,,0.06,,20,0.2,,0.04,15,,0.06,,0.01,20,,0.09,,0.02,15,
617,86,255,bothriochola_ischaemum,sorghastrum_nutans,bothriochola_ischaemum_sorghastrum_nutans,0.38,,0.06,,20,0.27,,0.05,15,,0.24,,0.03,20,,0.23,,0.05,15,
618,86,255,bothriochola_ischaemum,schizachyrium_scoparium,bothriochola_ischaemum_schizachyrium_scoparium,0.38,,0.06,,20,0.23,,0.04,15,,0.13,,0.03,20,,0.1,,0.03,15,
619,86,255,bothriochloa_saccharoides,echinacea_purpurea,bothriochloa_saccharoides_echinacea_purpurea,0.14,,0.04,,20,0.12,,0.06,15,,0.18,,0.04,20,,0.19,,0.04,15,
620,86,255,bothriochloa_saccharoides,nassella_leucotricha,bothriochloa_saccharoides_nassella_leucotricha,0.14,,0.04,,20,0.08,,0.02,15,,0.1,,0.02,20,,0.05,,0.01,15,
621,86,255,bothriochloa_saccharoides,oenothera_speciosa,bothriochloa_saccharoides_oenothera_speciosa,0.14,,0.04,,20,0.08,,0.02,15,,0.25,,0.03,20,,0.09,,0.03,15,
622,86,255,bothriochloa_saccharoides,panicum_coloratum,bothriochloa_saccharoides_panicum_coloratum,0.14,,0.04,,20,0.03,,0.01,15,,0.19,,0.04,20,,0.12,,0.03,15,
623,86,255,bothriochloa_saccharoides,ratibida_columnifera,bothriochloa_saccharoides_ratibida_columnifera,0.14,,0.04,,20,0.1,,0.06,15,,0.28,,0.04,20,,0.12,,0.03,15,
624,86,255,bothriochloa_saccharoides,sporobolus_compositus,bothriochloa_saccharoides_sporobolus_compositus,0.14,,0.04,,20,0.07,,0.02,15,,0.27,,0.04,20,,0.15,,0.02,15,
625,86,255,bothriochloa_saccharoides,salvia_azurea,bothriochloa_saccharoides_salvia_azurea,0.14,,0.04,,20,0.14,,0.07,15,,0.06,,0.01,20,,0.04,,0.01,15,
626,86,255,bothriochloa_saccharoides,sorghastrum_nutans,bothriochloa_saccharoides_sorghastrum_nutans,0.14,,0.04,,20,0.15,,0.06,15,,0.24,,0.03,20,,0.18,,0.04,15,
627,86,255,bothriochloa_saccharoides,schizachyrium_scoparium,bothriochloa_saccharoides_schizachyrium_scoparium,0.14,,0.04,,20,0.14,,0.1,15,,0.13,,0.03,20,,0.11,,0.04,15,
628,86,255,echinacea_purpurea,nassella_leucotricha,echinacea_purpurea_nassella_leucotricha,0.18,,0.04,,20,0.13,,0.02,15,,0.1,,0.02,20,,0.06,,0.02,15,
629,86,255,echinacea_purpurea,oenothera_speciosa,echinacea_purpurea_oenothera_speciosa,0.18,,0.04,,20,0.11,,0.04,15,,0.25,,0.03,20,,0.09,,0.04,15,
630,86,255,echinacea_purpurea,panicum_coloratum,echinacea_purpurea_panicum_coloratum,0.18,,0.04,,20,0.16,,0.04,15,,0.19,,0.04,20,,0.13,,0.04,15,
631,86,255,echinacea_purpurea,ratibida_columnifera,echinacea_purpurea_ratibida_columnifera,0.18,,0.04,,20,0.14,,0.02,15,,0.28,,0.04,20,,0.1,,0.02,15,
632,86,255,echinacea_purpurea,sporobolus_compositus,echinacea_purpurea_sporobolus_compositus,0.18,,0.04,,20,0.11,,0.02,15,,0.27,,0.04,20,,0.15,,0.04,15,
633,86,255,echinacea_purpurea,salvia_azurea,echinacea_purpurea_salvia_azurea,0.18,,0.04,,20,0.13,,0.04,15,,0.06,,0.01,20,,0.08,,0.01,15,
634,86,255,echinacea_purpurea,sorghastrum_nutans,echinacea_purpurea_sorghastrum_nutans,0.18,,0.04,,20,0.11,,0.03,15,,0.24,,0.03,20,,0.16,,0.02,15,
635,86,255,echinacea_purpurea,schizachyrium_scoparium,echinacea_purpurea_schizachyrium_scoparium,0.18,,0.04,,20,0.13,,0.03,15,,0.13,,0.03,20,,0.15,,0.03,15,
636,86,255,nassella_leucotricha,oenothera_speciosa,nassella_leucotricha_oenothera_speciosa,0.1,,0.02,,20,0.06,,0.01,15,,0.25,,0.03,20,,0.06,,0.01,15,
637,86,255,nassella_leucotricha,panicum_coloratum,nassella_leucotricha_panicum_coloratum,0.1,,0.02,,20,0.1,,0.03,15,,0.19,,0.04,20,,0.05,,0.02,15,
638,86,255,nassella_leucotricha,ratibida_columnifera,nassella_leucotricha_ratibida_columnifera,0.1,,0.02,,20,0.07,,0.03,15,,0.28,,0.04,20,,0.12,,0.02,15,
639,86,255,nassella_leucotricha,sporobolus_compositus,nassella_leucotricha_sporobolus_compositus,0.1,,0.02,,20,0.12,,0.03,15,,0.27,,0.04,20,,0.19,,0.03,15,
640,86,255,nassella_leucotricha,salvia_azurea,nassella_leucotricha_salvia_azurea,0.1,,0.02,,20,0.1,,0.03,15,,0.06,,0.01,20,,0.06,,0.02,15,
641,86,255,nassella_leucotricha,sorghastrum_nutans,nassella_leucotricha_sorghastrum_nutans,0.1,,0.02,,20,0.08,,0.02,15,,0.24,,0.03,20,,0.2,,0.02,15,
642,86,255,nassella_leucotricha,schizachyrium_scoparium,nassella_leucotricha_schizachyrium_scoparium,0.1,,0.02,,20,0.05,,0.02,15,,0.13,,0.03,20,,0.15,,0.05,15,
643,86,255,oenothera_speciosa,panicum_coloratum,oenothera_speciosa_panicum_coloratum,0.25,,0.03,,20,0.05,,0.01,15,,0.19,,0.04,20,,0.16,,0.03,15,
644,86,255,oenothera_speciosa,ratibida_columnifera,oenothera_speciosa_ratibida_columnifera,0.25,,0.03,,20,0.05,,0.01,15,,0.28,,0.04,20,,0.11,,0.02,15,
645,86,255,oenothera_speciosa,sporobolus_compositus,oenothera_speciosa_sporobolus_compositus,0.25,,0.03,,20,0.08,,0.03,15,,0.27,,0.04,20,,0.17,,0.03,15,
646,86,255,oenothera_speciosa,salvia_azurea,oenothera_speciosa_salvia_azurea,0.25,,0.03,,20,0.06,,0.03,15,,0.06,,0.01,20,,0.07,,0.01,15,
647,86,255,oenothera_speciosa,sorghastrum_nutans,oenothera_speciosa_sorghastrum_nutans,0.25,,0.03,,20,0.1,,0.03,15,,0.24,,0.03,20,,0.17,,0.04,15,
648,86,255,oenothera_speciosa,schizachyrium_scoparium,oenothera_speciosa_schizachyrium_scoparium,0.25,,0.03,,20,0.11,,0.08,15,,0.13,,0.03,20,,0.1,,0.03,15,
649,86,255,panicum_coloratum,ratibida_columnifera,panicum_coloratum_ratibida_columnifera,0.19,,0.04,,20,0.17,,0.04,15,,0.28,,0.04,20,,0.18,,0.04,15,
650,86,255,panicum_coloratum,sporobolus_compositus,panicum_coloratum_sporobolus_compositus,0.19,,0.04,,20,0.11,,0.03,15,,0.27,,0.04,20,,0.14,,0.02,15,
651,86,255,panicum_coloratum,salvia_azurea,panicum_coloratum_salvia_azurea,0.19,,0.04,,20,0.13,,0.03,15,,0.06,,0.01,20,,0.07,,0.02,15,
652,86,255,panicum_coloratum,sorghastrum_nutans,panicum_coloratum_sorghastrum_nutans,0.19,,0.04,,20,0.13,,0.04,15,,0.24,,0.03,20,,0.19,,0.03,15,
653,86,255,panicum_coloratum,schizachyrium_scoparium,panicum_coloratum_schizachyrium_scoparium,0.19,,0.04,,20,0.08,,0.02,15,,0.13,,0.03,20,,0.15,,0.04,15,
654,86,255,ratibida_columnifera,sporobolus_compositus,ratibida_columnifera_sporobolus_compositus,0.28,,0.04,,20,0.12,,0.02,15,,0.27,,0.04,20,,0.16,,0.02,15,
655,86,255,ratibida_columnifera,salvia_azurea,ratibida_columnifera_salvia_azurea,0.28,,0.04,,20,0.1,,0.02,15,,0.06,,0.01,20,,0.07,,0.02,15,
656,86,255,ratibida_columnifera,sorghastrum_nutans,ratibida_columnifera_sorghastrum_nutans,0.28,,0.04,,20,0.16,,0.03,15,,0.24,,0.03,20,,0.24,,0.04,15,
657,86,255,ratibida_columnifera,schizachyrium_scoparium,ratibida_columnifera_schizachyrium_scoparium,0.28,,0.04,,20,0.16,,0.03,15,,0.13,,0.03,20,,0.14,,0.04,15,
658,86,255,sporobolus_compositus,salvia_azurea,salvia_azurea_sporobolus_compositus,0.27,,0.04,,20,0.15,,0.02,15,,0.06,,0.01,20,,0.07,,0.02,15,
659,86,255,sporobolus_compositus,sorghastrum_nutans,sorghastrum_nutans_sporobolus_compositus,0.27,,0.04,,20,0.17,,0.03,15,,0.24,,0.03,20,,0.26,,0.03,15,
660,86,255,sporobolus_compositus,schizachyrium_scoparium,schizachyrium_scoparium_sporobolus_compositus,0.27,,0.04,,20,0.18,,0.02,15,,0.13,,0.03,20,,0.12,,0.03,15,
661,86,255,salvia_azurea,sorghastrum_nutans,salvia_azurea_sorghastrum_nutans,0.06,,0.01,,20,0.16,,0.01,15,,0.24,,0.03,20,,0.14,,0.04,15,
662,86,255,salvia_azurea,schizachyrium_scoparium,salvia_azurea_schizachyrium_scoparium,0.06,,0.01,,20,0.17,,0.02,15,,0.13,,0.03,20,,0.16,,0.06,15,
663,86,255,sorghastrum_nutans,schizachyrium_scoparium,schizachyrium_scoparium_sorghastrum_nutans,0.24,,0.03,,20,0.14,,0.02,15,,0.13,,0.03,20,,0.15,,0.03,15,
664,87,290,ambrosia_trifida,helianthus_annuus,ambrosia_trifida_helianthus_annuus,18.69,,2.95,,20,21.64,,3.56,20,,23.2,,3.66,20,,20.31,,3.42,20,
665,88,290,ambrosia_trifida,helianthus_annuus,ambrosia_trifida_helianthus_annuus,27.5,,2.23,,30,30.15,,1.69,30,,41.25,,3.58,30,,37.45,,3.52,30,
666,89,290,ambrosia_trifida,helianthus_annuus,ambrosia_trifida_helianthus_annuus,3.37,,0.027,,20,3.72,,0.18,20,,2.9,,0.36,20,,2.89,,0.35,20,
667,90,290,ambrosia_trifida,helianthus_annuus,ambrosia_trifida_helianthus_annuus,3.27,,0.14,,20,3.76,,0.25,20,,2.58,,0.28,20,,2.03,,0.11,20,
668,91,290,ambrosia_trifida,helianthus_annuus,ambrosia_trifida_helianthus_annuus,5.69,,0.2,,30,4.13,,0.34,30,,3.01,,0.34,30,,6.43,,0.66,30,
669,92,290,ambrosia_trifida,helianthus_annuus,ambrosia_trifida_helianthus_annuus,54.9,,4.07,,10,59.3,,5.08,10,,93.07,,4.45,10,,75.5,,5.61,10,
670,93,290,ambrosia_trifida,helianthus_annuus,ambrosia_trifida_helianthus_annuus,46.04,,3.16,,10,48.18,,1.99,10,,60.01,,2.35,10,,51.62,,2.4,10,
671,94,290,ambrosia_trifida,helianthus_annuus,ambrosia_trifida_helianthus_annuus,10.71,,0.62,,10,20.04,,2.52,10,,23.97,,3.26,10,,45.32,,6.91,10,
672,95,183,ceratopetalum_apetalum,wollemia_nobilis,ceratopetalum_apetalum_wollemia_nobilis,8.68,,0.23,,42,8.82,,0.25,35,,10.88,,0.41,13,,11.28,,0.33,20,
673,96,208,asarum_canadense,bromus_pubescens,asarum_canadense_bromus_pubescens,1.16,,0.109,,3,4.233,,0.104,12,,0.719,,0.008,12,,0.278,,0.009,3,
674,96,208,asarum_canadense,conoclinium_coelestinum,asarum_canadense_conoclinium_coelestinum,1.16,,0.109,,3,4.543,,0.119,12,,2.745,,0.043,12,,0.685,,0.102,3,
